,OpCode,Family,Genus,Species,Treatment,Precision..mm.,Activity,Fish.ID,School.Individual,Length..mm.,Length..m.,Time,Speed,Length.FID,Measurements
979,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,4.123,hide,Pipe 3a,School,48.639,0.048639,NA,NA,DFF.prior.1,48.639
980,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,4.475,hide,Pipe 3a,School,123.694,0.123694,NA,NA,Length,123.694
981,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Pipe,2.252,hide,Pipe 2,Individual,261.281,0.261281,NA,NA,DFS.prior.2,261.281
982,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,5.112,no response,Pipe 1,Individual,183.347,0.183347,NA,NA,DFS.prior.2,183.347
983,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,2.036,hide,Pipe 3a,School,314.263,0.314263,NA,NA,DFS.prior.2,314.263
984,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,1.702,hide,Pipe 3c,School,137.571,0.137571,NA,NA,DFS.prior.2,137.571
985,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,2.806,hide,Pipe 3b,School,99.234,0.099234,NA,NA,DFS.prior.2,99.234
986,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,6.788,hide,Pipe 3a,School,189.982,0.189982,NA,NA,DFF.prior.2,189.982
987,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,9.689,hide,Pipe 3b,School,107.002,0.107002,NA,NA,DFF.prior.2,107.002
988,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,2.895,hide,Pipe 3c,School,92.619,0.092619,NA,NA,DFF.prior.2,92.619
989,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,6.059,hide,Pipe 3b,School,112.847,0.112847,NA,NA,Length,112.847
990,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,4.074,hide,Pipe 3c,School,104.495,0.104495,NA,NA,Length,104.495
991,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,3.991,hide,Pipe 3a,School,73.924,0.073924,NA,NA,DFF.prior.3,73.924
992,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,8.043,hide,Pipe 3b,School,119,0.119,NA,NA,DFF.prior.3,119
993,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,8.014,hide,Pipe 3c,School,113.287,0.113287,NA,NA,DFF.prior.3,113.287
994,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Pipe,1.64,hide,Pipe 2,Individual,56.934,0.056934,NA,NA,DFS.prior.3,56.934
995,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,1.448,hide,Pipe 3b,School,90.756,0.090756,NA,NA,DFS.prior.3,90.756
996,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,1.454,hide,Pipe 3c,School,136.812,0.136812,NA,NA,DFS.prior.3,136.812
997,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,2.81,hide,Pipe 3a,School,98.485,0.098485,NA,NA,DFS.prior.3,98.485
998,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,3.571,no response,Pipe 1,Individual,149.641,0.149641,NA,NA,DFS.prior.3,149.641
999,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Pipe,2.579,hide,Pipe 2,Individual,1001.676,1.001676,NA,NA,FID,1001.676
1000,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,2.683,hide,Pipe 3a,School,915.496,0.915496,NA,NA,FID,915.496
1001,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,4.113,no response,Pipe 1,Individual,788.226,0.788226,NA,NA,FID,788.226
1002,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,3.482,hide,Pipe 3b,School,843.308,0.843308,NA,NA,FID,843.308
1003,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,4.042,hide,Pipe 3c,School,890.862,0.890862,NA,NA,FID,890.862
1004,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Pipe,3.408,hide,Pipe 2,Individual,285.806,0.285806,NA,NA,DFS.FID,285.806
1005,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,6.96,no response,Pipe 1,Individual,209.783,0.209783,NA,NA,DFS.FID,209.783
1006,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,3.766,hide,Pipe 3a,School,128.764,0.128764,NA,NA,DFS.FID,128.764
1007,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,2.259,hide,Pipe 3b,School,67.229,0.067229,NA,NA,DFS.FID,67.229
1008,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,1.934,hide,Pipe 3c,School,89.455,0.089455,NA,NA,DFS.FID,89.455
1009,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,8.811,hide,Pipe 3a,School,172.662,0.172662,NA,NA,DFF.FID,172.662
1010,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,7.371,hide,Pipe 3c,School,90.665,0.090665,NA,NA,DFF.FID,90.665
1011,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,8.618,hide,Pipe 3b,School,146.876,0.146876,NA,NA,DFF.FID,146.876
1012,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,4.998,hide,Pipe 3a,School,122.261,0.122261,NA,NA,DFF.post.FID,122.261
1013,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,10.463,hide,Pipe 3c,School,124.334,0.124334,NA,NA,DFF.post.FID,124.334
1014,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,4.57,hide,Pipe 3b,School,49.529,0.049529,NA,NA,DFF.post.FID,49.529
1015,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Turtle,2.388,no response,Turtle 1,Individual,117.127,0.117127,NA,NA,Length,117.127
1016,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Turtle,6.151,flight,Turtle 2,Individual,195.276,0.195276,NA,NA,Length,195.276
1017,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,carponotatus,Turtle,5.939,C- turn,Turtle 3,Individual,224.279,0.224279,NA,NA,Length,224.279
1018,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Turtle,2.421,no response,Turtle 1,Individual,155.972,0.155972,NA,NA,DFS.prior.2,155.972
1019,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,carponotatus,Turtle,3.907,C- turn,Turtle 3,Individual,440.798,0.440798,NA,NA,DFS.prior.2,440.798
1020,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Turtle,2.037,flight,Turtle 2,Individual,281.228,0.281228,NA,NA,DFS.prior.2,281.228
1021,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Turtle,3.235,flight,Turtle 2,Individual,267.248,0.267248,NA,NA,DFS.prior.3,267.248
1022,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Turtle,4.557,no response,Turtle 1,Individual,167.449,0.167449,NA,NA,DFS.prior.3,167.449
1023,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,carponotatus,Turtle,1.689,C- turn,Turtle 3,Individual,334.68,0.33468,NA,NA,DFS.prior.3,334.68
1024,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,carponotatus,Turtle,3.763,C- turn,Turtle 3,Individual,1366.967,1.366967,NA,NA,FID,1366.967
1025,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Turtle,3.629,flight,Turtle 2,Individual,1521.913,1.521913,NA,NA,FID,1521.913
1026,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Turtle,4.797,no response,Turtle 1,Individual,1281.045,1.281045,NA,NA,FID,1281.045
1027,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Turtle,4.529,no response,Turtle 1,Individual,204.061,0.204061,NA,NA,DFS.FID,204.061
1028,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Turtle,3.045,flight,Turtle 2,Individual,209.254,0.209254,NA,NA,DFS.FID,209.254
1029,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,carponotatus,Turtle,2.174,C- turn,Turtle 3,Individual,393.64,0.39364,NA,NA,DFS.FID,393.64
1030,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Turtle,3.108,flight,Shark 2,Individual,211.539,0.211539,NA,NA,Length,211.539
1031,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,2.981,no response,Shark 1,Individual,114.044,0.114044,NA,NA,Length,114.044
1032,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,6.109,hide,Shark 3a,School,99.465,0.099465,NA,NA,Length,99.465
1033,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,8.627,hide,Shark 3b,School,118.536,0.118536,NA,NA,Length,118.536
1034,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,7.314,hide,Shark 3b,School,118.655,0.118655,NA,NA,DFF.prior.1,118.655
1035,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,6.438,hide,Shark 3a,School,146.464,0.146464,NA,NA,DFF.prior.1,146.464
1036,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Shark,3.405,flight,Shark 2,Individual,137.609,0.137609,NA,NA,DFS.prior.2,137.609
1037,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,2.851,no response,Shark 1,School,137.898,0.137898,NA,NA,DFS.prior.2,137.898
1038,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,5.731,hide,Shark 3a,School,128.478,0.128478,NA,NA,DFS.prior.2,128.478
1039,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,2.482,hide,Shark 3b,School,119.293,0.119293,NA,NA,DFS.prior.2,119.293
1040,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,2.264,hide,Shark 3b,School,32.13,0.03213,NA,NA,DFF.prior.2,32.13
1041,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,3.587,hide,Shark 3a,School,47.958,0.047958,NA,NA,DFF.prior.2,47.958
1042,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Shark,6.417,flight,Shark 2,Individual,124.947,0.124947,NA,NA,DFS.prior.3,124.947
1043,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,2.348,no response,Shark 1,School,134.717,0.134717,NA,NA,DFS.prior.3,134.717
1044,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,3.009,hide,Shark 3a,School,128.579,0.128579,NA,NA,DFS.prior.3,128.579
1045,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,4.752,hide,Shark 3b,School,145.579,0.145579,NA,NA,DFS.prior.3,145.579
1046,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,8.15,hide,Shark 3b,School,132.137,0.132137,NA,NA,DFF.prior.3,132.137
1047,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,6.361,hide,Shark 3a,School,109.674,0.109674,NA,NA,DFF.prior.3,109.674
1048,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Shark,4.033,flight,Shark 2,Individual,1592.574,1.592574,NA,NA,FID,1592.574
1049,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Shark,2.565,flight,Shark 2,Individual,263.014,0.263014,NA,NA,DFS.FID,263.014
1050,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,2.967,hide,Shark 3a,School,1111.839,1.111839,NA,NA,FID,1111.839
1051,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,3.211,hide,Shark 3b,School,1164.206,1.164206,NA,NA,FID,1164.206
1052,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,3.306,no response,Shark 1,Individual,1069.708,1.069708,NA,NA,FID,1069.708
1053,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,4.047,hide,Shark 3a,School,77.347,0.077347,NA,NA,DFS.FID,77.347
1054,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,4.494,hide,Shark 3b,School,91.43,0.09143,NA,NA,DFS.FID,91.43
1055,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,4.22,no response,Shark 1,School,146.72,0.14672,NA,NA,DFS.FID,146.72
1056,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,4.744,hide,Shark 3b,School,116.244,0.116244,NA,NA,DFF.FID,116.244
1057,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,3.391,hide,Shark 3a,School,156.91,0.15691,NA,NA,DFF.FID,156.91
1058,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,8.156,hide,Shark 3a,School,102.077,0.102077,NA,NA,DFF.post.FID,102.077
1059,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,4.852,hide,Shark 3b,School,89.484,0.089484,NA,NA,DFF.post.FID,89.484
1060,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,sp,Pipe,NA,hide,Pipe 1c,School,NA,NA,NA,NA,DFS.prior.2,NA
1063,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,sp,Turtle,NA,hide,Turtle 1b,School,0,0,NA,NA,DFS.FID,0
1064,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,2.801,no response,Perspex 2,Individual,56.592,0.056592,NA,NA,DFS.prior.2,56.592
1065,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,5.563,no response,Perspex 1,Individual,126.616,0.126616,NA,NA,Length,126.616
1066,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,2.644,no response,Perspex 2,Individual,96.47,0.09647,NA,NA,DFS.prior.3,96.47
1067,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,1.558,no response,Perspex 1,Individual,95.603,0.095603,NA,NA,DFS.prior.3,95.603
1068,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,7.357,no response,Perspex 1,Individual,940.325,0.940325,NA,NA,FID,940.325
1069,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,5.892,no response,Perspex 2,Individual,862.17,0.86217,NA,NA,FID,862.17
1070,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,5.2,no response,Perspex 2,Individual,124.233,0.124233,NA,NA,Length,124.233
1071,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Diver,5.148,hide,Diver 1,Individual,133.056,0.133056,NA,NA,Length,133.056
1072,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Diver,2.543,hide,Diver 1,Individual,106.755,0.106755,NA,NA,DFS.prior.2,106.755
1073,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Diver,2.151,hide,Diver 1,Individual,86.848,0.086848,NA,NA,DFS.prior.3,86.848
1074,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Diver,6.775,hide,Diver 1,Individual,574.288,0.574288,NA,NA,FID,574.288
1075,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Diver,3.611,hide,Diver 1,Individual,67.79,0.06779,NA,NA,DFS.FID,67.79
1076,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,NA,no response,Perspex 1,Individual,0,0,NA,NA,DFS.prior.2,0
1077,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,NA,no response,Perspex 1,Individual,0,0,NA,NA,DFS.FID,0
1078,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,NA,no response,Perspex 2,Individual,0,0,NA,NA,DFS.FID,0
1079,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,4.617,hide,Diver 1,Individual,225.503,0.225503,NA,NA,DFS.prior.2,225.503
1080,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,2.953,hide,Diver 2,Individual,227.072,0.227072,NA,NA,DFS.prior.2,227.072
1081,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,5.733,hide,Diver 1,Individual,153.849,0.153849,NA,NA,DFS.prior.3,153.849
1082,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,2.808,hide,Diver 2,Individual,160.132,0.160132,NA,NA,DFS.prior.3,160.132
1083,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,26.79,hide,Diver 1,Individual,1641.469,1.641469,NA,NA,FID,1641.469
1084,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,24.351,hide,Diver 2,Individual,1837.978,1.837978,NA,NA,FID,1837.978
1085,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,12.754,hide,Diver 1,Individual,190.241,0.190241,NA,NA,Length,190.241
1086,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,10.664,hide,Diver 2,Individual,198.666,0.198666,NA,NA,Length,198.666
1087,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,13.639,no response,Turtle 1a,School,192.62,0.19262,NA,NA,DFF.prior.1,192.62
1088,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,14.647,no response,Turtle 1c,School,270.217,0.270217,NA,NA,DFF.prior.1,270.217
1089,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,3.993,no response,Turtle 1b,School,145.582,0.145582,NA,NA,DFS.prior.2,145.582
1090,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,3.221,no response,Turtle 1a,School,161.749,0.161749,NA,NA,DFS.prior.2,161.749
1091,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,6.577,no response,Turtle 1c,School,92.678,0.092678,NA,NA,DFS.prior.2,92.678
1092,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,25.006,no response,Turtle 1c,School,138.753,0.138753,NA,NA,DFF.prior.2,138.753
1093,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,16.494,no response,Turtle 1b,School,279.607,0.279607,NA,NA,DFF.prior.2,279.607
1094,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,15.769,no response,Turtle 1a,School,287.341,0.287341,NA,NA,DFF.prior.2,287.341
1095,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,14.126,no response,Turtle 1a,School,124.892,0.124892,NA,NA,DFS.prior.3,124.892
1096,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,3.704,no response,Turtle 1b,School,94.005,0.094005,NA,NA,DFS.prior.3,94.005
1097,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,11.761,no response,Turtle 1c,School,76.874,0.076874,NA,NA,DFS.prior.3,76.874
1098,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,14.106,no response,Turtle 1c,School,83.316,0.083316,NA,NA,DFF.prior.3,83.316
1099,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,18.521,no response,Turtle 1b,School,320.891,0.320891,NA,NA,DFF.prior.3,320.891
1100,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,42.236,no response,Turtle 1a,School,369.892,0.369892,NA,NA,DFF.prior.3,369.892
1101,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,28.864,no response,Turtle 1a,School,2058.448,2.058448,NA,NA,FID,2058.448
1102,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,29.914,no response,Turtle 1b,School,1973.807,1.973807,NA,NA,FID,1973.807
1103,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,27.213,no response,Turtle 1c,School,1963.001,1.963001,NA,NA,FID,1963.001
1104,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,8.424,no response,Turtle 1b,School,118.751,0.118751,NA,NA,DFS.FID,118.751
1105,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,9.761,no response,Turtle 1a,School,81.835,0.081835,NA,NA,DFS.FID,81.835
1106,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,7.613,no response,Turtle 1c,School,90.03,0.09003,NA,NA,DFS.FID,90.03
1107,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,21.602,no response,Turtle 1a,School,141.91,0.14191,NA,NA,DFF.post.FID,141.91
1108,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,24.197,no response,Turtle 1c,School,188.911,0.188911,NA,NA,DFF.post.FID,188.911
1109,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,18.289,no response,Turtle 1b,School,97.301,0.097301,NA,NA,DFF.post.FID,97.301
1110,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Shark,9.621,flight,Shark 2,Individual,163.1,0.1631,NA,NA,Length,163.1
1111,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Shark,9.43,flight,Shark 1,Individual,129.353,0.129353,NA,NA,DFS.prior.2,129.353
1112,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Shark,3.561,flight,Shark 1,Individual,137.258,0.137258,NA,NA,DFS.prior.3,137.258
1113,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Shark,15.557,flight,Shark 2,Individual,104.984,0.104984,NA,NA,DFS.prior.2,104.984
1114,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Shark,28.327,flight,Shark 1,Individual,2628.792,2.628792,NA,NA,FID,2628.792
1115,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Shark,3.79,flight,Shark 1,Individual,211.654,0.211654,NA,NA,DFS.FID,211.654
1116,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Shark,29.258,flight,Shark 2,Individual,2277.881,2.277881,NA,NA,FID,2277.881
1117,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Shark,8.716,flight,Shark 2,Individual,100.373,0.100373,NA,NA,DFS.FID,100.373
1118,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Shark,11.11,flight,Shark 1,Individual,215.732,0.215732,NA,NA,Length,215.732
1119,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,9.034,flight,Pipe 1,Individual,252.147,0.252147,NA,NA,Length,252.147
1120,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,10.938,flight,Pipe 2,Individual,239.683,0.239683,NA,NA,Length,239.683
1121,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,5.589,flight,Pipe 2,Individual,317.968,0.317968,NA,NA,DFS.prior.2,317.968
1122,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,4.806,flight,Pipe 1,Individual,462.944,0.462944,NA,NA,DFS.prior.2,462.944
1123,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,3.535,flight,Pipe 1,Individual,484.436,0.484436,NA,NA,DFS.prior.3,484.436
1124,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,6.011,flight,Pipe 2,Individual,307.624,0.307624,NA,NA,DFS.prior.3,307.624
1125,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,11.757,flight,Pipe 1,Individual,1997.694,1.997694,NA,NA,FID,1997.694
1126,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,12.364,flight,Pipe 2,Individual,2214.918,2.214918,NA,NA,FID,2214.918
1127,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,2.815,flight,Pipe 2,Individual,350.723,0.350723,NA,NA,DFS.FID,350.723
1128,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,5.254,flight,Pipe 1,Individual,527.034,0.527034,NA,NA,DFS.FID,527.034
1129,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Pipe,9.514,flight,Perspex 1,Individual,216.03,0.21603,NA,NA,Length,216.03
1130,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Perspex,7.785,flight,Perspex 1,Individual,448.177,0.448177,NA,NA,DFS.prior.2,448.177
1131,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Perspex,5.654,flight,Perspex 1,Individual,415.83,0.41583,NA,NA,DFS.prior.3,415.83
1132,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Perspex,33.916,flight,Perspex 1,Individual,2255.219,2.255219,NA,NA,FID,2255.219
1133,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Perspex,7.862,flight,Perspex 1,Individual,491.312,0.491312,NA,NA,DFS.FID,491.312
1137,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,NA,hide,Diver 1,Individual,0,0,NA,NA,DFS.FID,NA
1138,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,NA,hide,Diver 2,Individual,0,0,NA,NA,DFS.FID,NA
1139,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,Perspex,15.3,flight,Perspex 3,Individual,245.944,0.245944,NA,NA,Length,245.944
1140,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,Perspex,8.243,flight,Perspex 4,Individual,249.786,0.249786,NA,NA,Length,249.786
1141,LIZARD2_CAM2_RIG1,Lutjanidae,Lutjanus,fulvus,Perspex,2.642,flight,Perspex 3,Individual,114.664,0.114664,NA,NA,DFS.prior.2,114.664
1142,LIZARD2_CAM2_RIG1,Lutjanidae,Lutjanus,fulvus,Perspex,2.497,flight,Perspex 4,Individual,75.149,0.075149,NA,NA,DFS.prior.2,75.149
1143,LIZARD2_CAM2_RIG1,Lutjanidae,Lutjanus,fulvus,Perspex,6.082,C- turn,Perspex 2,Individual,619.906,0.619906,NA,NA,DFS.prior.2,619.906
